Language name,Language family,Concept,Word written in corresponding language,Number of senses,Synonyms number,Sense_1,Sense_2,Sense_3,Sense_4,Sense_5,Sense_6,Sense_7,Sense_8,Sense_9,Sense_10,Sense_11,Sense_12,Sense_13,Sense_14,Sense_15,Sense_16,Sense_17,Sense_18,Sense_19,Sense_20,Sense_21,,,,
Hebrew,Afro-Asiatic,long,אָרֹך,1,0 ,Long,,,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,man,אָדָם,4,0 ,Human,Man,"People,Person",Someone,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,many,רַבִּים,2,0 ,Major,Many,,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,moon,יָרֵחַ,2,2 ,Moon,Satellite,,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,moon,לְבָנָה,1,2 ,Moon,,,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,mouth,פֶּה,6,0 ,Blade,Extremity,Mouth,Orifice,Speech,Womb,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,new,חָדָשׁ,2,0 ,Fresh,New,,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,night,לַיְלָה,3,0 ,Darkness,Night,Suffering,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,not,אֵין,5,0 ,Else,No,Not,There Is No,There Is Not,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,old,זָקֵן,7,0 ,Aged,"Chief,Leading",Elder,Grandfather,Old,Old People,Senior Member,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,one,אֶחָד,5,0 ,"Intial, The First",One,"Single, Mono-",Some,Some One,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,person,אָדָם,5,0 ,Human,Humanity,Man,Person,Someone,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,rain,רָבִיב,3,0 ,Droplet,Rain,Shower,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,round,עָגוֹל,3,0 ,Cycle,Rotund,Round,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,say,אָמַר,7,0 ,Command,Mean,Name,Promise,Say,Tell,Think,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,see_look,רֵאָה,4,0 ,Favour,Look,See,Understand,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,sky,שָׁמַיִם,3,0 ,God,"Paradise,Heaven",Sky,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,sleep,יָֹשֹן,3,0 ,Fall Asleep,Go Sleep,Sleep,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,small,קָטָן,5,0 ,Baby,Insignificant,Poor,Small,Young,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,square,רִבּוּעַ,2,0 ,Quadrangular,Square,,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,stand,עָמֹד,10,0 ,Attend,Happen,Insist,"Intend To,Be About To",Remain,Rise,Stand,Stand Up,Stay,Stop,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,stone,אֶבֶן,5,0 ,Jewel,Precious Stone,Stone,Weight,Weights,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,sun,חַמָה,4,2 ,Fever,Summer,Sun,Warmth Or Heat From The Sun,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,sun,שֶׁמֶשׁ,4,2 ,Bright Day,God,Happiness,Sun,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,that,זֶה,2,0 ,That,This,,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,this,זֶה,2,0 ,That,This,,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,three,שְׁלשָׁה,1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,tree,עֵץ,3,0 ,"Shaft, Pole",Timber,Tree,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,two,שְׁנַיִם,1,0 ,Two,,,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,water,מַיִם,1,0 ,Water,,,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,what,מַה,8,0 ,How,How Much,Some,Something,What,Whatever,Which,Why,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,white,לָבָן,3,0 ,Silver Coin,White,White Of Eyes,,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,who,מִי,3,0 ,The Person Who,Who,"Whoerver,Anybody",,,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,woman,אִשָׁה,5,0 ,Each Other,Every One,Female,Wife,Woman,,,,,,,,,,,,,,,,,,,,
Hebrew,Afro-Asiatic,you,אַתָה,1,0 ,You,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,bad,बुरा,7,0 ,Bad,Dirty,Ill,Negative,Rotten,Ugly,"Useless,Broken",,,,,,,,,,,,,,,,,,
Hindi,Indo-European,big,बड़े（bade）,3,0 ,Big,"Great,Superior","Major,Main",,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,bird,पक्षी（pakshee）,1,0 ,Bird,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,black,काली（kaalee）,2,0 ,Black,Dark,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,blood,रक्त（rakt）,3,0 ,Attached,Blood,Red,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,bone,हड्डी（haddee）,2,0 ,Bone,Mortification,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,cold,सर्दी（sardee）,2,0 ,Cold,Winter,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,come,आइए（aaie）,1,0 ,Come,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,die,मरना（marana）,3,0 ,Decrease,Demise,Die,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,dog,कुत्ता（kutta）,1,0 ,Dog,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,drink,पेय（pey）,4,0 ,Absorb,Conceal A Secret,Drink,Smoke,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,ear,कान（kaan）,1,0 ,Ear,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,earth_soil,मिट्टी（mittee）,4,0 ,Clay,Dirt,Mess,Soil,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,eat,खाना खा लो（khaana kha lo）,1,0 ,Eat,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,eye,आंख（aankh）,3,0 ,Eye,Eye Of Needle,"Sight,Vision",,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,fire,आग（aag）,3,0 ,Appetite,Fire,God Of Fire,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,foot,पैर（pair）,3,0 ,Foot,Pace,Step,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,give,देना（dena）,4,0 ,Afford,Confer,Give,Grant,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,go,चले जाओ（chale jao）,3,0 ,Continue,Go,Walk,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,good,अच्छा（achchha）,6,0 ,"Fine, Nice",Good,Healthy,Lucky,Useful,Well,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,hand,हाथ（haath）,4,0 ,Flipper,"Foot, Paw",Hand,Paddy,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,head,सिर（sir）,2,0 ,Coconut,Head,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,hear_listen,बात सुनो（baat suno）,1,2 ,Listen,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,hear_listen,सुनो（suno）,1,2 ,Hear,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,heart,दिल（dil）,2,0 ,Heart,Master,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,hot,गरम（garam）,4,0 ,Burning,Hot,Warm,Woolen,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,human,मानव,2,0 ,Human,Man,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,I,मैं（main）,1,0 ,I,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,long,लंबा（lamba）,3,0 ,"High,Tall",Lengthy,Long,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,man,आदमी（aadamee）,6,0 ,Fellow,"Grown-Up,Adult",Human,Husband,Man,"People,Person",,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,many,अनेक（anek）,3,0 ,Many,More Than One,"Several,Somg",,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,moon,चांद（chaand）,1,0 ,Moon,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,mouth,मुंह（munh）,4,0 ,Entrance,Face,Forepart,Mouth,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,new,नया（naya）,3,0 ,Modern,New,"Recent,Up-To-Date",,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,night,रात（raat）,2,0 ,Night,Nighttime,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,not,नहीं（nahin）,2,0 ,No,Not,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,old,पुराना（puraana）,5,0 ,Former,Long-Standing,Old,Outdated,Used,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,one,एक（ek）,3,0 ,Anyone,One,"Single, Mono-",,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,person,व्यक्ति（vyakti）,3,0 ,Individual,Person,Population,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,rain,बारिश（baarish）,2,0 ,Rain,Rainfall,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,round,गोल（gol）,3,0 ,Cycle,Round,Spherical,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,say,कहना（kahana）,6,0 ,Express,Pour Out,Report,Say,State,Tell,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,see_look,देख（dekh）,1,2 ,See,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,see_look,देखना（dekhana）,5,2 ,Behold,Look,Observe,See,View,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,sky,आकाश（aakaash）,2,0 ,Sky,Space,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,sleep,नींद（neend）,3,0 ,Dream,Shut Eye,Sleep,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,small,छोटा（chhota）,4,0 ,Junior,Little,Narrow,Small,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,square,चौकोर（chaukor）,5,0 ,Fair,Quadrangular,Righthearted,Square,Straightforward,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,stand,खड़ा होना,2,0 ,Stand,Unbend,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,stone,पत्थर（patthar）,2,0 ,Callous,Stone,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,sun,रवि（ravi）,1,0 ,Sun,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,that,उस（us）,2,0 ,"It,He,She",That,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,this,इस（is）,2,0 ,It,This,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,three,तीन（teen）,1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,tree,पेड़（ped）,1,0 ,Tree,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,two,दो（do）,2,0 ,The Second,Two,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,water,पानी（paanee）,2,0 ,Riverain,Water,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,what,क्या（kya）,1,0 ,What,,,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,white,सफेद（saphed）,3,0 ,Silvery,White,White-Haired,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,who,कौन（kaun）,3,0 ,What,Which,Who,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,woman,महिला,3,0 ,Female,Lady,Woman,,,,,,,,,,,,,,,,,,,,,,
Hindi,Indo-European,you,आप（aap）,2,0 ,Oneself,You,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,bad,rossz,9,0 ,Bad,"Debased,Evil, Wicked",Harmful,Inadequate,Inappropriate,Inconvenient,Poor,"Useless,Broken",Wrong,,,,,,,,,,,,,,,,
Hungarian,Uralic,big,nagy,4,0 ,Big,"Great,Superior","Grown-Up,Adult",High,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,bird,madár,1,0 ,Bird,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,black,fekete,3,0 ,Black,Dark,Dusky,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,blood,vér,1,0 ,Blood,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,bone,csont,3,0 ,Bone,Mistake,Osteoid,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,cold,hideg,2,0 ,Cold,"Indifferent,Unemotional,Insensitive",,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,come,jön,13,0 ,Be Descended,Be Drawn,"Catch,Contract",Come,Come From,Come Out,Cost,"Descend,Fall",Flow,Forthcoming,"Get,Have","Reach,Arrive",Want,,,,,,,,,,,,
Hungarian,Uralic,die,meghal,1,0 ,Die,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,dog,kutya,1,0 ,Dog,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,drink,ital,2,0 ,Beverage,Drink,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,ear,fül,4,0 ,Blurb,Ear,Flap,Handle(N),,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,earth_soil,föld,3,2 ,Earth,Ground,Land,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,earth_soil,talaj,2,2 ,Ground,Soil,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,eat,eszik,2,0 ,Eat,Feed,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,eye,szem,6,0 ,Eye,Gaze,Grain,"Grain, Speck, Particle","Sight,Vision","Stitch, Link",,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,fire,Tűz,3,0 ,Enthusiasm,Fire,Heat,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,foot,láb,4,0 ,Foot,Leg,Pier,Support,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,give,odaad,2,0 ,Give,Pass,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,go,megy,6,0 ,Continue,Go,Head For,"Pass,Go By",Step,Travel,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,good,jó,10,0 ,"Beneficial,Profitable",Delicious,Diligent,Effective,Fertile,"Fine, Nice",Fresh,Good,Honest,"Suitable, Appropriate, Proper",,,,,,,,,,,,,,,
Hungarian,Uralic,hand,kéz,1,0 ,Hand,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,head,fej,5,0 ,Bulb,"Chief,Leader",Head,Start Or End Of A Thing,Top,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,hear_listen,hall,3,2 ,Be Told,Hear,Learn,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,hear_listen,hallgat,2,2 ,Listen,Listen In,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,heart,szív,2,0 ,Center,Heart,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,hot,forró,2,0 ,Enthusiastic,Hot,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,human,ember,4,0 ,Human,Man,One,"Person,People",,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,I,én,3,0 ,I,My,Myself,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,long,hosszú,3,0 ,"High,Tall",Lanky,Long,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,man,Férfi,2,0 ,Male,Man,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,many,sok,1,0 ,Many,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,moon,hold,3,0 ,"Half-Moon,Lunule",Moon,Satellite,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,mouth,száj,4,0 ,Lips,Mouth,Muzzle,Opening,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,new,új,5,0 ,Fresh,Modern,New,"Recent,Up-To-Date",Unused,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,night,éjszaka,1,0 ,Night,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,not,nem,4,0 ,Be Not,No,"Non-,Used To Compose Adjective",Not,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,old,régi,7,0 ,Ancient,Exhausted,Former,Late,Long-Standing,Old,"Past,Previous",,,,,,,,,,,,,,,,,,
Hungarian,Uralic,one,egy,3,0 ,"A,An",One,The Same Thing,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,person,személy,2,0 ,Individual,Person,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,rain,eső,2,0 ,"Falling,Dropping",Rain,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,round,kerek,3,0 ,Cycle,Flat,Round,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,say,mond,6,0 ,Call,Declare,Express,Pronounce,Say,Tell,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,see_look,lát,5,2 ,Consider,Find,Regard,See,Think,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,see_look,néz,1,2 ,Look,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,sky,ég,3,0 ,"Burn,Flame","Paradise,Heaven",Sky,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,sleep,alvás,1,0 ,Sleep,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,small,kis,3,0 ,Little,Short,Small,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,square,négyzetes,2,0 ,Quadratic,Square,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,stand,áll,2,0 ,Stand,Stop,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,stone,kő,3,0 ,Calculi,Jewel,Stone,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,sun,nap,3,0 ,Day,Sun,"Sunshine,Sunlight",,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,that,hogy,1,0 ,That,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,this,ez,2,0 ,That,This,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,three,három,1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,tree,fa,2,0 ,Tree,Wood,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,two,kettő,2,0 ,Both,Two,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,water,víz,1,0 ,Water,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,what,mi,3,0 ,That,What,Which,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,white,fehér,2,0 ,Clear,White,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,who,ki,1,0 ,Who,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,woman,nő,2,0 ,Female,Woman,,,,,,,,,,,,,,,,,,,,,,,
Hungarian,Uralic,you,te,2,0 ,You,Your,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,bad,vondur,5,0 ,Angry,Bad,"Debased,Evil, Wicked",In Bad Shape,Poor,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,big,stór,4,0 ,Big,"Great,Superior",High,"Significant,Important",,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,bird,skvís/a,1,0 ,Bird,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,black,svart/ur,1,0 ,Black,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,blood,blóð,1,0 ,Blood,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,bone,bein,1,3 ,Bone,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,bone,hnút/a,2,3 ,Biting Remark,Bone,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,bone,legg/ur,3,3 ,Bone,Leg,Stem,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,cold,kaldur,1,0 ,Cold,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,come,koma,4,0 ,Come,Get Somewhere,"Get,Have","Reach,Arrive",,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,die,and/a,3,4 ,Breathe,Die,Expire,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,die,deyja,3,4 ,Die,Faint,Go Out,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,die,drepa,2,4 ,Die,Kill,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,die,spring/a ,5,4 ,Be Exhausted,Crack,Die,Explode,Split,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,dog,hund/ur,2,0 ,Dog,Electric Light On A Long Line,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,drink,drekk/a,1,0 ,Drink,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,ear,eyr/a,2,0 ,Ear,Handle(N),,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,earth_soil,jörð,6,2 ,Earth,Estate,Farm,Ground,Landholding,Soil,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,earth_soil,land,4,2 ,Country,Earth,Estate,Land,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,eat,borð/a,1,0 ,Eat,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,eye,aug/a,1,0 ,Eye,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,fire,brun/i,2,0 ,Burn,Fire,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,foot,fet,2,3 ,Foot,Step,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,foot,fót/ur,2,3 ,Foot,Leg,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,foot,löpp,2,3 ,Foot,Paw,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,give,gefa,5,0 ,Deal,Deal The Cards,Give,Give In Marriage,Pass,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,go,fara,9,0 ,End,Fit,Go,Handle(V),Leave,Move,Start,Travel,Treat,,,,,,,,,,,,,,,,
Icelandic,Indo-European,good,góð/ur,8,0 ,Considerable,Easy,"Fine, Nice",Good,In Good Shape,Kindly,Recovered,Well-Behaved,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,hand,hönd,2,2 ,Hand,Side,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,hand,lúk/a,2,2 ,Hand,Handful,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,head,koll/ur,3,0 ,Crown,Head,Stool,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,hear_listen,heyr/a,3,3 ,Be Heared,Hear,Listen,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,hear_listen,hlust/a,1,3 ,Listen,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,hear_listen,hlý/ða,4,3 ,Be Fitting,Hear,Listen,Obey,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,heart,hug/ur,7,0 ,Desire,Enthusiasm,Heart,Interest,Mind,Soul,Thought,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,hot,heit/ur,2,0 ,Hot,Warm,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,human,maður,8,0 ,Human,Husband,Individual,Man,One,"Person,People",Piece (In Chess),You,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,I,ég,1,0 ,I,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,long,lang/ur,2,0 ,"High,Tall",Long,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,man,karl,5,0 ,"Chief,Leader",Human,Male,Man,Old Man,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,many,margur,3,2 ,Lots Of,Many,Many Things,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,many,mikill,2,2 ,Big,Great,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,moon,mán/i,1,0 ,Moon,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,mouth,kjaft/ur,3,0 ,Head,Jaws,Mouth,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,new,fersk/ur,3,0 ,Energetic,Fresh,New,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,night,nótt,1,0 ,Night,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,not,ei,1,0 ,Not,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,old,aldraður,2,0 ,Aged,Old,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,one,einn,3,0 ,A Certain,One,Same,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,person,persón/a,2,2 ,Character,Person,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,person,sál,3,2 ,Mind,Person,Soul,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,rain,regn,1,0 ,Rain,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,round,kringlóttur,1,0 ,Round,,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,say,kveða,4,2 ,Chant,Compose,Say,Say Of Oneself,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,say,segja,5,2 ,Bid,Declare,Order,Say,Tell,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,see_look,at·hug/a,4,5 ,Look,Look Into,Notice,Observe,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,see_look,gá,3,5 ,Check,Have A Look,Look,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,see_look,horf/a,2,5 ,Face,Look,,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,see_look,líta,3,5 ,Glance,Look,See,,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,see_look,sjá,4,5 ,See,Spot,Think,Understand,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,sky,loft,4,0 ,Air,Attic,Ceiling,Sky,,,,,,,,,,,,,,,,,,,,,
Icelandic,Indo-European,sleep,hvíl/a,3,0 ,Lie Down,Rest,Sleep,,,,,,,,,,,,,,,,,,,,,,
