Language name,Language family,Concept,Word written in corresponding language,Number of senses,Synonyms number,Sense_1,Sense_2,Sense_3,Sense_4,Sense_5,Sense_6,Sense_7,Sense_8,Sense_9,Sense_10,Sense_11,Sense_12,Sense_13,Sense_14,Sense_15,Sense_16,Sense_17,Sense_18,Sense_19,Sense_20,Sense_21,,,,
Hlai,Kra-Dai,dog,pa1,1,0 ,Dog,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,drink,"la2,o:k9,hja:u1",6,0 ,Drink,Eat,Embezzle,Exploit,Ripped Off,Smoke,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,ear,zai1,2,0 ,Ear,Handle(N),,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,earth_soil,van1,3,0 ,Earth,Ground,Soil,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,eat,la2,6,0 ,Be Deceived,Drink,Eat,Embezzle,Exploit,Smoke,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,eye,tsha1,1,0 ,Eye,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,fire,fei1,1,0 ,Fire,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,foot,"khok7,teȶ7",4,0 ,Base,Foot,Leg,Unus Measure Plants Or Mushroom,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,give,tɯ:ŋ,2,0 ,Be,Give,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,go,hei1,1,0 ,Go,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,good,ɬeȵ1,2,0 ,Good,Very,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,hand,meɯ1,1,0 ,Hand,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,head,gwou3,2,0 ,End,Head,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,hear_listen,pleɯ1,3,0 ,Feel,Hear,Listen,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,heart,ɬa:u3,1,0 ,Heart,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,hot,"fou3,ti:t7",1,0 ,Hot,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,human,u2a:u1,2,0 ,Human,"Person,People",,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,I,"hou1,de3",1,0 ,I,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,long,ta:u3,1,0 ,Long,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,man,pha3ma:n1,3,0 ,Husband,Male,Man,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,many,ɬo:i1,2,0 ,Enough,Many,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,moon,ȵa:n1,2,0 ,Month,Moon,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,mouth,pom3,1,0 ,Mouth,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,new,pa:n1,1,0 ,New,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,night,pai3tshop7,1,0 ,Night,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,not,ta1,3,0 ,No,Not,Used To Mark Questions,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,old,za1,1,0 ,Old,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,one,"tsheɯ3,tsɯ2",1,0 ,One,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,person,u2a:u1,2,0 ,Human,Person,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,rain,fun1,1,0 ,Rain,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,round,"hwom1,oŋ2",1,0 ,Round,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,say,ri:n1,2,0 ,Say,"Talk,Speak",,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,see_look,"kiu1,la:i3,zu:i3",2,0 ,Read,See,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,sky,fa3,2,0 ,Sky,Used To Measure,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,sleep,kau2,2,0 ,Lie Down,Sleep,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,small,eȵ2,1,0 ,Small,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,square,"pha:ŋ2,ba:ŋ3",1,0 ,Square,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,stand,tsu:n1,1,0 ,Stand,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,stone,tshi:n1,1,0 ,Stone,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,sun,tsha1hwan1,2,0 ,Sun,"Sunshine,Sunlight",,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,that,ma2 tsɯ2 hom1,1,2 ,That,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,that,nei2 tsɯ2,1,2 ,That,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,three,fu3,1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,tree,tshai1,2,0 ,Tree,Wood,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,two,ɬau3,1,0 ,Two,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,water,nom3,2,0 ,River,Water,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,what,me3he3,2,0 ,Anything,What,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,white,kha:u1,1,0 ,White,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,who,"ɯ3ra3,a3ra3",1,0 ,Who,,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,woman,"pai3khau2,pɯ1khau2",2,0 ,Wife,Woman,,,,,,,,,,,,,,,,,,,,,,,
Hlai,Kra-Dai,you,meɯ1,1,0 ,You,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,bad,多形式,1,0 ,Bad,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,big,dua,2,0 ,Big,Thick,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,bird,nok,1,0 ,Bird,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,black,lam,1,0 ,Black,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,blood,beʔ,1,0 ,Blood,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,bone,uaʔ,2,0 ,Bone,Meat With Lots Bones,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,cold,nit,1,0 ,Cold,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,come,mia,1,0 ,Come,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,die,dai,1,0 ,Die,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,dog,ma,1,0 ,Dog,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,drink,maʔ,1,0 ,Drink,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,ear,sa,2,0 ,Ear,Handle(N),,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,earth_soil,boŋ,1,0 ,Soil,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,eat,kɔn,3,0 ,Drink,Eat,Win,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,eye,da,3,0 ,Eye,Joint,Used To Measure…,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,fire,vəi,1,0 ,Fire,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,foot,kok,3,0 ,Foot,Leg And Foot,Unus Measure Plants Or Mushroom,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,give,se,1,0 ,Give,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,go,boi,1,0 ,Go,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,good,mai,1,0 ,Good,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,hand,mɔ,1,0 ,Hand,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,head,hau,4,0 ,"Chief,Leader",Head,Starting Point,Worn Out,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,hear_listen,hiŋ,2,0 ,Listen,Obey,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,heart,tim,2,0 ,Heart,Heart Of Cabbage,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,hot,lun,2,0 ,Hot,Warm,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,human,ləŋ(liaŋ) hun,1,0 ,Human,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,I,hau,1,0 ,I,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,long,lɔi,2,0 ,Far,Long,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,man,nɔm,1,0 ,Man,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,many,liau,1,0 ,Many,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,moon,mai sai,1,0 ,Moon,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,mouth,bak,3,0 ,Cover,Entrance,Mouth,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,new,nau,1,0 ,New,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,night,da kɔm,1,0 ,Night,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,not,mən,2,0 ,No,Not,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,old,lau,1,0 ,Old,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,one,it,2,0 ,One,Single-Minded,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,rain,fun,1,0 ,Rain,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,round,vin,2,0 ,Complete,Round,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,say,kaŋ,2,0 ,Explain,Say,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,see_look,dek,5,0 ,Diagnose,Look,Look After,Observe,Visit,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,sky,fa,1,0 ,Sky,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,sleep,lap,2,0 ,Fall Down,Sleep,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,small,nɔk,2,0 ,Small,Thin,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,square,tə kɔk,1,0 ,Square,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,stand,ȵun,1,0 ,Stand,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,stone,din,1,0 ,Stone,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,sun,da vən,3,0 ,Day,Daytime,Sun,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,that,nə,1,0 ,That,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,this,nia,1,0 ,This,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,three,tam,1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,tree,sa,2,0 ,Tree,Used To Measure Trees,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,two,"ŋi,ŋəi",1,0 ,Two,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,water,nam,2,0 ,Liquid,Water,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,what,tin,1,0 ,What,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,white,fiak,1,0 ,White,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,who,na nə,1,0 ,Who,,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,woman,mai lək,2,0 ,Wife,Woman,,,,,,,,,,,,,,,,,,,,,,,
Lingao,Tai-Kadai,you,mə,1,0 ,You,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,bad,blogai,4,0 ,Bad,Inappropriate,Unpleasant,"Useless,Broken",,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,big,didelis,4,0 ,Big,"Great,Superior","Significant,Important",Strong,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,bird,paukštis,1,0 ,Bird,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,black,tamsus,3,0 ,Black,Dark,Gloomy,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,blood,kraujas,1,0 ,Blood,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,bone,kaulas,2,0 ,Bone,Stone,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,cold,šaltas,3,0 ,Cold,Cool,"Indifferent,Unemotional,Insensitive",,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,come,ateiti,2,0 ,Come,Happen,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,die,mirti,2,0 ,Depart,Die,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,dog,šuo,2,0 ,Despicable People,Dog,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,drink,gerti,1,0 ,Drink,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,ear,ausis,3,0 ,Ear,Hearing,Tab,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,earth_soil,dirva,2,0 ,Field,Soil,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,eat,valgyti,1,0 ,Eat,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,eye,akis,5,0 ,Cell,Eye,"Mesh, Lattice",Pip,"Stitch, Link",,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,fire,ugnis,2,0 ,Fire,To Fire,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,foot,pėda,2,0 ,Foot,Step,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,give,duoti,4,0 ,Allow,Beat,Give,Put Forward,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,go,eiti,8,0 ,Be On,Come,Come Out,Go,Move,Run,Sell,Visit,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,good,gerai,3,0 ,Good,Having The Qualities Required,Used To In An Exclamation Of Extreme Feelings,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,hand,ranka,2,0 ,Hand,Handle(V),,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,head,galva,4,0 ,Brain Or Mind,"Chief,Leader",Hat,Head,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,hear_listen,girdėti,1,2 ,Hear,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,hear_listen,klausyti,2,2 ,Listen,Obey,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,heart,širdis,3,0 ,Emotion,Heart,Thought,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,hot,karštas,2,0 ,Enthusiastic,Hot,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,human,žmogus,1,0 ,Human,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,I,aš,1,0 ,I,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,long,ilgas,2,0 ,A Long Time,Long,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,man,žmogus,2,0 ,Human,Man,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,many,daugelis,1,0 ,Many,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,moon,mėnulis,1,0 ,Moon,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,mouth,burna,4,0 ,Face,Family Member,Mouth,Not Touch,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,new,naujas,3,0 ,Just Beginning,Modern,New,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,night,naktis,2,0 ,Evening,Night,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,not,ne,1,0 ,Not,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,old,senas,4,0 ,Former,Of A Specified Age,Old,Used To Express Affection,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,one,vienas,3,0 ,A Thing Or A Person,Alone,One,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,rain,lietus,1,0 ,Rain,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,round,apvalus,2,0 ,Round,Spherical,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,say,sakyk,1,0 ,Say,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,see_look,matyti,2,2 ,Evidently,See,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,see_look,pažiūrėk,1,2 ,Look,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,sky,dangus,2,0 ,"Paradise,Heaven",Sky,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,sleep,miegas,1,0 ,Sleep,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,small,mažas,2,0 ,Short,Small,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,square,kvadratas,1,0 ,Square,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,stand,stoti,5,0 ,Enter,Join,Rise,Stand,Support,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,stone,akmuo,2,0 ,Coal,Stone,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,sun,saulės,3,0 ,Sun,"Sunshine,Sunlight",Warmth Or Heat From The Sun,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,that,kad,2,0 ,That,That Thing,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,this,šis,1,0 ,This,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,three,trys,1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,tree,medis,2,0 ,Tree,Wood,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,two,du,1,0 ,Two,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,water,vandens,1,0 ,Water,,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,what,kas,3,0 ,The Thing Or Things That,Used To Emphasize,What,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,white,baltas,3,0 ,Blank,Clean,White,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,who,kas,8,0 ,Anything,Some,Someone,Something,That,What,Who,"Whoerver,Anybody",,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,woman,moteris,2,0 ,Female,Woman,,,,,,,,,,,,,,,,,,,,,,,
Lithuanian,Indo-European,you,jus,1,0 ,You,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,bad,ra?tsy,2,0 ,Bad,"Debased,Evil, Wicked",,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,big,lehibè,5,0 ,Big,Burly,"Great,Superior",Main Person,"Middle-Aged, Mature",,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,bird,vòrona,1,0 ,Bird,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,black,ma?inty,1,0 ,Black,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,blood,ra,1,0 ,Blood,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,bone,ta?olana,1,0 ,Bone,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,cold,mangatsiaka,1,0 ,Cold,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,come,tònga,3,0 ,Be Brought,Come,"Reach,Arrive",,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,die,ma?ty,5,0 ,Beaten,Dead,Decrease,Die,In Danger,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,dog,ambòa,1,0 ,Dog,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,drink,misòtro,1,0 ,Drink,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,ear,sòfina,1,0 ,Ear,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,earth_soil,ta?ny,4,0 ,Country,Earth,Land,Soil,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,eat,misa?kafo,1,0 ,Eat,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,eye,ma?so,1,0 ,Eye,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,fire,a?fo,2,0 ,Disaster,Fire,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,foot,tòngotra,2,0 ,Foot,Leg,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,give,manomè,1,0 ,Give,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,go,mandèha,1,0 ,Go,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,good,tsa?ra,2,0 ,Good,Well,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,hand,ta?nana,1,0 ,Hand,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,head,lòha,1,0 ,Head,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,hear_listen,mandrè,1,0 ,Hear,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,heart,fo,3,0 ,Heart,Intention,Will,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,hot,mafa?na,1,0 ,Hot,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,human,òlombèlona,1,0 ,Human,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,I,a?ho,2,0 ,I,Myself,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,long,l??a?va,3,0 ,Continuous,"High,Tall",Long,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,man,lèhila?hy,1,0 ,Man,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,many,ma?ro,1,0 ,Many,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,moon,vòlana,3,0 ,Desire,Moon,Sentiment,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,mouth,va?va,2,0 ,Mouth,Speech,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,new,vaova?o,2,0 ,New,Novel,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,night,a?lina,2,0 ,Darkness,Night,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,not,tsy,1,0 ,Not,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,old,a?ntitra,3,0 ,Aged,Be Intense/Dark,Old,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,one,ira?y,2,0 ,One,"Single, Mono-",,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,person,òlona,2,0 ,Person,Someone,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,rain,òrana,1,0 ,Rain,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,round,bòribòry,3,0 ,Round,Spherical,Stubborn,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,say,mitèny,2,0 ,Say,"Talk,Speak",,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,see_look,mahita,1,0 ,See,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,sky,la?nitra,2,0 ,"Paradise,Heaven",Sky,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,sleep,tòry,1,0 ,Sleep,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,small,kèly,1,0 ,Small,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,square,kia?nja,2,0 ,"Court,Courtyard",Square,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,stand,mijòro,2,0 ,Stand,Stand Up,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,stone,va?to,2,0 ,Stone,Weights,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,sun,ma?soa?ndro,1,0 ,Sun,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,that,itsy;iry,1,0 ,That,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,this,ity,1,0 ,This,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,three,tèlo,1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,tree,ha?zo,3,0 ,Tough,Tree,Wood,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,two,ròa,1,0 ,Two,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,water,ra?no,5,0 ,Delicate,Liquid,Sharp,Soft,Water,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,white,fòtsy,2,0 ,Vain,White,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,who,iza,2,0 ,Which,Who,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,woman,vèhivavy,1,0 ,Woman,,,,,,,,,,,,,,,,,,,,,,,,
Malagasy,Austronesian,you,iana?o,1,0 ,You,,,,,,,,,,,,,,,,,,,,,,,,
Malay,Austronesian,bad,buruk,5,0 ,Bad,Inferior,Rotten,Ugly,"Useless,Broken",,,,,,,,,,,,,,,,,,,,
Malay,Austronesian,big,besar,6,0 ,Big,Burly,Dense,"Grown-Up,Adult",Severe,"Significant,Important",,,,,,,,,,,,,,,,,,,
Malay,Austronesian,bird,burung,1,0 ,Bird,,,,,,,,,,,,,,,,,,,,,,,,
Malay,Austronesian,black,hitam,3,0 ,Black,Calumniate,Dark,,,,,,,,,,,,,,,,,,,,,,
Malay,Austronesian,blood,darah,3,0 ,Blood,Kinship,Talent,,,,,,,,,,,,,,,,,,,,,,
Malay,Austronesian,bone,tulang,1,0 ,Bone,,,,,,,,,,,,,,,,,,,,,,,,
Malay,Austronesian,cold,sejuk,4,0 ,Cold,Comfort,Cool,"Indifferent,Unemotional,Insensitive",,,,,,,,,,,,,,,,,,,,,
